sidewalks 265
responding 265
resolution 265
ranging 265
projection 265
off_street 265
mechanism 265
interesting 265
governmental 265
economically 265
description 265
carried 265
use_plans 264
soviet 264
reveal 264
planning_commission 264
flexible 264
displacement 264
destination 264
steering 263
property_rights 263
keywords 263
insights 263
dynamic 263
commerce 263
charges 263
affects 263
activists 263
van 262
suburbanization 262
spend 262
sea_level 262
participatory 262
gained 262
faster 262
excluded 262
establishment 262
electricity 262
doi 262
whites 261
technologies 261
equation 261
analysts 261
state_level 260
negotiated 260
local_level 260
interviewees 260
establishing 260
china 260
buses 260
spread 259
readily 259
promoted 259
minneapolis 259
less_likely 259
home_ownership 259
ghg_emissions 259
female 259
descriptive 259
degrees 259
