consistently 244
ago 244
add 244
spread 243
planning_activities 243
nonmotorized 243
lrt 243
expensive 243
eastern 243
development_housing_development 243
consensus_building 243
coming 243
broadly 243
usa 242
sound 242
la 242
forecasts 242
elderly 242
constrained 242
automobiles 242
assist 242
advocate 242
raises 241
pricing 241
ideology 241
environmentally 241
dense 241
correlated 241
undertaken 240
president 240
pilot 240
mental_health 240
integrating 240
insight 240
contextual 240
ca 240
offering 239
middle_class 239
linking 239
fail 239
facilitated 239
distributed 239
detroit 239
